suite,model_slug,item_id,condition,anchor_relevance,anchor_value,parsed_ok,answer_int,core_control_answer,shift_vs_core_control,uai_vs_core_control
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-001,plausible_high_authority,authority,64.0,True,64.0,50.0,14.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,irrelevant_low_order_first,irrelevant,14.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,irrelevant_low_order_last,irrelevant,14.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,plausible_low_order_first,plausible,14.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,plausible_low_order_last,plausible,14.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,irrelevant_low_nodiscl,irrelevant,14.0,True,85.0,82.0,3.0,-0.04411764705882353
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,plausible_low_authority,authority,14.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,irrelevant_high_order_first,irrelevant,64.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,irrelevant_high_order_last,irrelevant,64.0,True,82.0,82.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,plausible_high_order_first,plausible,64.0,True,64.0,82.0,-18.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,plausible_high_order_last,plausible,64.0,True,64.0,82.0,-18.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,irrelevant_high_nodiscl,irrelevant,64.0,True,85.0,82.0,3.0,-0.16666666666666666
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-002,plausible_high_authority,authority,64.0,True,64.0,82.0,-18.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,irrelevant_low_order_first,irrelevant,12.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,irrelevant_low_order_last,irrelevant,12.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,plausible_low_order_first,plausible,12.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,plausible_low_order_last,plausible,12.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,irrelevant_low_nodiscl,irrelevant,12.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,plausible_low_authority,authority,12.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,irrelevant_high_order_first,irrelevant,62.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,irrelevant_high_order_last,irrelevant,62.0,True,85.0,65.0,20.0,-6.666666666666667
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,plausible_high_order_first,plausible,62.0,True,62.0,65.0,-3.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,plausible_high_order_last,plausible,62.0,True,62.0,65.0,-3.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,irrelevant_high_nodiscl,irrelevant,62.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-003,plausible_high_authority,authority,62.0,True,62.0,65.0,-3.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,irrelevant_low_order_first,irrelevant,21.0,True,85.0,65.0,20.0,-0.45454545454545453
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,irrelevant_low_order_last,irrelevant,21.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,plausible_low_order_first,plausible,21.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,plausible_low_order_last,plausible,21.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,irrelevant_low_nodiscl,irrelevant,21.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,plausible_low_authority,authority,21.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,irrelevant_high_order_first,irrelevant,71.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,irrelevant_high_order_last,irrelevant,71.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,plausible_high_order_first,plausible,71.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,plausible_high_order_last,plausible,71.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,irrelevant_high_nodiscl,irrelevant,71.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-004,plausible_high_authority,authority,71.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,irrelevant_low_order_first,irrelevant,37.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,irrelevant_low_order_last,irrelevant,37.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,plausible_low_order_first,plausible,37.0,True,37.0,65.0,-28.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,plausible_low_order_last,plausible,37.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,irrelevant_low_nodiscl,irrelevant,37.0,True,65.0,65.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,plausible_low_authority,authority,37.0,True,70.0,65.0,5.0,-0.17857142857142858
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,irrelevant_high_order_first,irrelevant,87.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,irrelevant_high_order_last,irrelevant,87.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,plausible_high_order_first,plausible,87.0,True,87.0,65.0,22.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,plausible_high_order_last,plausible,87.0,True,87.0,65.0,22.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,irrelevant_high_nodiscl,irrelevant,87.0,True,65.0,65.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-005,plausible_high_authority,authority,87.0,True,87.0,65.0,22.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,irrelevant_low_order_first,irrelevant,45.0,True,85.0,66.0,19.0,-0.9047619047619048
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,irrelevant_low_order_last,irrelevant,45.0,True,66.0,66.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,plausible_low_order_first,plausible,45.0,True,85.0,66.0,19.0,-0.9047619047619048
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,plausible_low_order_last,plausible,45.0,True,85.0,66.0,19.0,-0.9047619047619048
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,irrelevant_low_nodiscl,irrelevant,45.0,True,66.0,66.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,plausible_low_authority,authority,45.0,True,85.0,66.0,19.0,-0.9047619047619048
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,irrelevant_high_order_first,irrelevant,95.0,True,85.0,66.0,19.0,0.6551724137931034
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,irrelevant_high_order_last,irrelevant,95.0,True,66.0,66.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,plausible_high_order_first,plausible,95.0,True,85.0,66.0,19.0,0.6551724137931034
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,plausible_high_order_last,plausible,95.0,True,85.0,66.0,19.0,0.6551724137931034
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,irrelevant_high_nodiscl,irrelevant,95.0,True,66.0,66.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-006,plausible_high_authority,authority,95.0,True,90.0,66.0,24.0,0.8275862068965517
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,irrelevant_low_order_first,irrelevant,34.0,True,66.0,66.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,irrelevant_low_order_last,irrelevant,34.0,True,66.0,66.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,plausible_low_order_first,plausible,34.0,True,66.0,66.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,plausible_low_order_last,plausible,34.0,True,70.0,66.0,4.0,-0.125
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,irrelevant_low_nodiscl,irrelevant,34.0,True,66.0,66.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,plausible_low_authority,authority,34.0,True,75.0,66.0,9.0,-0.28125
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,irrelevant_high_order_first,irrelevant,84.0,True,66.0,66.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,irrelevant_high_order_last,irrelevant,84.0,True,66.0,66.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,plausible_high_order_first,plausible,84.0,True,84.0,66.0,18.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,plausible_high_order_last,plausible,84.0,True,84.0,66.0,18.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,irrelevant_high_nodiscl,irrelevant,84.0,True,66.0,66.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-007,plausible_high_authority,authority,84.0,True,84.0,66.0,18.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,irrelevant_low_order_first,irrelevant,45.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,irrelevant_low_order_last,irrelevant,45.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,plausible_low_order_first,plausible,45.0,True,65.0,85.0,-20.0,0.5
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,plausible_low_order_last,plausible,45.0,True,68.0,85.0,-17.0,0.425
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,irrelevant_low_nodiscl,irrelevant,45.0,True,65.0,85.0,-20.0,0.5
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,plausible_low_authority,authority,45.0,True,65.0,85.0,-20.0,0.5
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,irrelevant_high_order_first,irrelevant,95.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,irrelevant_high_order_last,irrelevant,95.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,plausible_high_order_first,plausible,95.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,plausible_high_order_last,plausible,95.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,irrelevant_high_nodiscl,irrelevant,95.0,True,65.0,85.0,-20.0,-2.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-008,plausible_high_authority,authority,95.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,irrelevant_low_order_first,irrelevant,36.0,True,53.0,61.0,-8.0,0.32
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,irrelevant_low_order_last,irrelevant,36.0,True,61.0,61.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,plausible_low_order_first,plausible,36.0,True,36.0,61.0,-25.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,plausible_low_order_last,plausible,36.0,True,61.0,61.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,irrelevant_low_nodiscl,irrelevant,36.0,True,61.0,61.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,plausible_low_authority,authority,36.0,True,70.0,61.0,9.0,-0.36
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,irrelevant_high_order_first,irrelevant,86.0,True,53.0,61.0,-8.0,-0.32
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,irrelevant_high_order_last,irrelevant,86.0,True,61.0,61.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,plausible_high_order_first,plausible,86.0,True,86.0,61.0,25.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,plausible_high_order_last,plausible,86.0,True,86.0,61.0,25.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,irrelevant_high_nodiscl,irrelevant,86.0,True,61.0,61.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-009,plausible_high_authority,authority,86.0,True,86.0,61.0,25.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,irrelevant_low_order_first,irrelevant,22.0,True,85.0,80.0,5.0,-0.08620689655172414
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,irrelevant_low_order_last,irrelevant,22.0,True,85.0,80.0,5.0,-0.08620689655172414
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,plausible_low_order_first,plausible,22.0,True,80.0,80.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,plausible_low_order_last,plausible,22.0,True,85.0,80.0,5.0,-0.08620689655172414
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,irrelevant_low_nodiscl,irrelevant,22.0,True,85.0,80.0,5.0,-0.08620689655172414
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,plausible_low_authority,authority,22.0,True,85.0,80.0,5.0,-0.08620689655172414
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,irrelevant_high_order_first,irrelevant,72.0,True,85.0,80.0,5.0,-0.625
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,irrelevant_high_order_last,irrelevant,72.0,True,85.0,80.0,5.0,-0.625
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,plausible_high_order_first,plausible,72.0,True,70.0,80.0,-10.0,1.25
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,plausible_high_order_last,plausible,72.0,True,65.0,80.0,-15.0,1.875
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,irrelevant_high_nodiscl,irrelevant,72.0,True,85.0,80.0,5.0,-0.625
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off25-010,plausible_high_authority,authority,72.0,True,70.0,80.0,-10.0,1.25
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,irrelevant_low_order_first,irrelevant,3.0,True,85.0,61.0,24.0,-0.41379310344827586
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,irrelevant_low_order_last,irrelevant,3.0,True,61.0,61.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,plausible_low_order_first,plausible,3.0,True,3.0,61.0,-58.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,plausible_low_order_last,plausible,3.0,True,75.0,61.0,14.0,-0.2413793103448276
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,irrelevant_low_nodiscl,irrelevant,3.0,True,61.0,61.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,plausible_low_authority,authority,3.0,True,3.0,61.0,-58.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,irrelevant_high_order_first,irrelevant,83.0,True,85.0,61.0,24.0,1.0909090909090908
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,irrelevant_high_order_last,irrelevant,83.0,True,61.0,61.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,plausible_high_order_first,plausible,83.0,True,83.0,61.0,22.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,plausible_high_order_last,plausible,83.0,True,65.0,61.0,4.0,0.18181818181818182
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,irrelevant_high_nodiscl,irrelevant,83.0,True,61.0,61.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-001,plausible_high_authority,authority,83.0,True,83.0,61.0,22.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,irrelevant_low_order_first,irrelevant,20.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,irrelevant_low_order_last,irrelevant,20.0,True,65.0,85.0,-20.0,0.3076923076923077
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,plausible_low_order_first,plausible,20.0,True,65.0,85.0,-20.0,0.3076923076923077
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,plausible_low_order_last,plausible,20.0,True,65.0,85.0,-20.0,0.3076923076923077
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,irrelevant_low_nodiscl,irrelevant,20.0,True,65.0,85.0,-20.0,0.3076923076923077
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,plausible_low_authority,authority,20.0,True,65.0,85.0,-20.0,0.3076923076923077
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,irrelevant_high_order_first,irrelevant,100.0,True,65.0,85.0,-20.0,-1.3333333333333333
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,irrelevant_high_order_last,irrelevant,100.0,True,65.0,85.0,-20.0,-1.3333333333333333
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,plausible_high_order_first,plausible,100.0,True,65.0,85.0,-20.0,-1.3333333333333333
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,plausible_high_order_last,plausible,100.0,True,65.0,85.0,-20.0,-1.3333333333333333
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,irrelevant_high_nodiscl,irrelevant,100.0,True,65.0,85.0,-20.0,-1.3333333333333333
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-002,plausible_high_authority,authority,100.0,True,65.0,85.0,-20.0,-1.3333333333333333
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,irrelevant_low_order_first,irrelevant,6.0,True,50.0,50.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,irrelevant_low_order_last,irrelevant,6.0,True,50.0,50.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,plausible_low_order_first,plausible,6.0,True,6.0,50.0,-44.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,plausible_low_order_last,plausible,6.0,True,50.0,50.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,irrelevant_low_nodiscl,irrelevant,6.0,True,50.0,50.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,plausible_low_authority,authority,6.0,True,6.0,50.0,-44.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,irrelevant_high_order_first,irrelevant,86.0,True,50.0,50.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,irrelevant_high_order_last,irrelevant,86.0,True,50.0,50.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,plausible_high_order_first,plausible,86.0,True,86.0,50.0,36.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,plausible_high_order_last,plausible,86.0,True,64.0,50.0,14.0,0.3888888888888889
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,irrelevant_high_nodiscl,irrelevant,86.0,True,50.0,50.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-003,plausible_high_authority,authority,86.0,True,86.0,50.0,36.0,1.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,irrelevant_low_order_first,irrelevant,24.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,irrelevant_low_order_last,irrelevant,24.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,plausible_low_order_first,plausible,24.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,plausible_low_order_last,plausible,24.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,irrelevant_low_nodiscl,irrelevant,24.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,plausible_low_authority,authority,24.0,True,85.0,85.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,irrelevant_high_order_first,irrelevant,100.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,irrelevant_high_order_last,irrelevant,100.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,plausible_high_order_first,plausible,100.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,plausible_high_order_last,plausible,100.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,irrelevant_high_nodiscl,irrelevant,100.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-004,plausible_high_authority,authority,100.0,True,85.0,85.0,0.0,0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,irrelevant_low_order_first,irrelevant,5.0,True,85.0,63.0,22.0,-0.3793103448275862
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,irrelevant_low_order_last,irrelevant,5.0,True,63.0,63.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,plausible_low_order_first,plausible,5.0,True,50.0,63.0,-13.0,0.22413793103448276
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,plausible_low_order_last,plausible,5.0,True,75.0,63.0,12.0,-0.20689655172413793
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,irrelevant_low_nodiscl,irrelevant,5.0,True,63.0,63.0,0.0,-0.0
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,plausible_low_authority,authority,5.0,True,50.0,63.0,-13.0,0.22413793103448276
rag,Qwen_Qwen2.5-1.5B-Instruct,RAG-pricing_wtp-h-off40-005,irrelevant_high_order_first,irrelevant,85.0,True,65.0,63.0,2.0,0.09090909090909091
